link_id	mass_base	mass_prev	mass_new	boost	tier_prev	tier_new	top_contributor_link_id
b04e4a6f-cf52-48d6-8e42-7bd38f7afe1c	1.010	1.010	1.811	0.801	link	link	2e60a917-6e86-4bbf-8c3c-d1d21f0ef996
286ab627-b406-4a44-b3b8-a9706f047828	1.496	1.496	4.294	2.799	link	link	3736c7b2-3055-42cf-8eaa-09554311ba65+42826b9f-abfa-479c-b6a7-f89792892c56
2c4d26f2-f2db-463e-b959-d09d75170dd2	3.097	3.097	8.545	5.448	link	link	b0175a00-c65b-4365-8256-f3e6fecfbf7b+7026143c-2ae1-4ed3-98b7-9cb859da4e77
2fa402e6-936e-46d7-8d21-eb117a77c395	5.810	5.810	19.083	13.273	link	link	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd
fb6def1e-867f-4813-aeda-5911ac058efd	6.453	6.453	16.061	9.607	link	link	342aad81-bb41-4643-9859-e8c221826d32+96e9866d-d6a9-4aed-b025-18c33eeb98bd
d7052d4e-4f81-4f6c-b8b1-2a02e6533196	4.349	4.349	9.574	5.225	link	link	fb6def1e-867f-4813-aeda-5911ac058efd
045740bf-4e4a-4810-8d3c-3df32a3533b9	0.512	0.512	0.512	0.000	link	link	
1cb0caa0-9753-4eae-a67e-8853bfe1d1b9	0.794	0.794	0.794	0.000	link	link	
da52fa2a-ba7e-4289-a117-cb3c8fcdc564	2.591	2.591	4.650	2.059	link	link	a84962ad-9529-4465-b41d-fb487bb567f4+cca70865-5cff-4187-aa50-56ed93e76192
4cbc504f-6893-4b11-908f-52343e35a11d	0.989	0.989	0.989	0.000	link	link	
4881bf5f-fc28-4074-b84a-765edf52d4ad	2.783	2.783	2.783	0.000	link	link	
25e72890-5f44-4bd2-9bd1-eb4812d93102	2.268	2.268	4.367	2.099	link	link	667d5602-0bff-41fb-aace-67e1e24b9dd9
1614259e-c197-4542-b694-0c4ad173693b	1.951	1.951	4.203	2.252	link	link	1a512002-f84b-408f-a61b-5727882beb23
f6af0064-6af4-4531-af1f-4dd901dfe895	1.560	1.560	2.504	0.944	link	link	4eea71d1-20f3-46af-8d16-3e242ce9ad14+f55b33d7-d96a-41fb-ba84-56af1e27e71b
87fcb001-1c0c-462c-9332-e866d113b041	2.018	2.018	2.018	0.000	link	link	
d27bfdfb-29ef-4a7a-b5ce-70853b7ac2c6	5.165	5.165	13.479	8.314	link	link	561be1e9-150c-46db-b28b-568c5a463d65+b741aaa0-7f69-44be-a50e-801ececef9ec
a2583c9b-e055-443f-9222-19f9fc85b011	5.076	5.076	13.247	8.171	link	link	561be1e9-150c-46db-b28b-568c5a463d65+b741aaa0-7f69-44be-a50e-801ececef9ec
d4e0f15c-58a4-4f84-bb77-a462eb40cc95	0.490	0.490	0.490	0.000	link	link	
0184d01a-0f0e-4d16-a2d1-8d51c860a9f2	0.967	0.967	1.741	0.774	link	link	dfd9d234-d962-4a83-a01b-5ca895ea4297
dfd9d234-d962-4a83-a01b-5ca895ea4297	0.967	0.967	1.741	0.774	link	link	0184d01a-0f0e-4d16-a2d1-8d51c860a9f2
629985c0-a2a0-47c4-9c70-f27d246e2aca	1.284	1.284	4.453	3.169	link	link	d65b533c-c642-492a-a3dc-126cc9df2241+c6124ba7-a17f-42c0-8154-986b980c93a3
069e0fa3-2d68-45a5-a577-83b06df27082	2.586	2.586	6.830	4.244	link	link	d65b533c-c642-492a-a3dc-126cc9df2241+c6124ba7-a17f-42c0-8154-986b980c93a3
d8d6eb66-6a05-40ce-8a91-216ca4786e61	1.941	1.941	3.995	2.055	link	link	069e0fa3-2d68-45a5-a577-83b06df27082
9526aede-4666-4dcb-b5bf-cc8d0b4f6aeb	1.212	1.212	2.604	1.392	link	link	d8d6eb66-6a05-40ce-8a91-216ca4786e61
1662ebf6-5901-491a-b17d-9a1267f81884	3.340	3.340	7.323	3.983	link	link	4c51bc38-f31d-419c-8ac8-16e90002b472+11cd8d35-9d20-496d-937e-6e48e1f04829
dc6d1d3f-9a9d-464d-a7ea-b2ee45a8fcb8	1.950	1.950	3.494	1.544	link	link	4075e064-ec4e-4481-a413-25531b3c6b22+e7d5d9c9-ed6c-41b5-a56b-1df5a1dcd45b
02f19fc5-e16f-4686-b08a-9b56c5525d26	1.544	1.544	2.831	1.287	link	link	19ea1043-07ba-4944-a647-68572ad533f0
19ea1043-07ba-4944-a647-68572ad533f0	1.269	1.269	2.284	1.015	link	link	02f19fc5-e16f-4686-b08a-9b56c5525d26
3fa21c0d-91d9-477b-a6a9-b6f9b0ef1ba5	0.460	0.460	0.460	0.000	link	link	
4a842049-b5e1-4379-90e4-0ab8f20aec40	1.801	1.801	4.567	2.766	link	link	ff491b3c-084f-421c-8e2f-49208a633b0a+d9e864a3-ecf6-4438-b2d7-3291146cd19b
2a6b89a7-3de3-4f2a-9a7e-93cfd2183426	0.839	0.839	0.839	0.000	link	link	
6c2e6c9e-01a0-44a6-9762-758b91b2ff7f	0.450	0.450	0.450	0.000	link	link	
e6ee28a6-b0e0-42f7-9aab-39026189a4e6	2.337	2.337	5.988	3.651	link	link	ac0c96bc-53f4-4fe5-ba71-196cfa3298e1+f5e4da7f-221b-40cc-b710-7103af011701
0f88535c-8ffa-419d-a064-bf455b3c10a6	1.770	1.770	4.238	2.469	link	link	ac0c96bc-53f4-4fe5-ba71-196cfa3298e1+f5e4da7f-221b-40cc-b710-7103af011701
